venueId,time,tip
4ba294bdf964a520460638e3,1298349406, Your ticket is valid for <text>one year</text> from the date of purchase.
4ba294bdf964a520460638e3,1298349406,Take a tour of the castle for an <text>entire year</text>! 
4ba294bdf964a520460638e3,1280693494,Call ahead and make sure you arrive a <text>half hour</text> before the Changing of the Guards ceremony so you can get a good spot.
4ba294bdf964a520460638e3,1400063976,The Duke of Cambridge meets Kate Moss at a dinner hosted at Windsor Castle for The Royal Marsden Hospital. The Duke is President of the hospital. <text>13 May 2014</text>.
4ba294bdf964a520460638e3,1377249578,"<text>50 minutes</text> by train from London Waterloo station. Take the audioguide and enjoy your visit: this is worth seeing it, especially when the Queen is there! Changing of the guard is great also."
4ba294bdf964a520460638e3,1376242521,What does long queue mean?  <text>45 minutes</text>.  DO pre-purchase on the Internet.
4ba294bdf964a520460638e3,1340234523, the 'Long Walk' on route to the races <text>at about 1.30pm</text> ...
4ba294bdf964a520460638e3,1340234523,See the Queen up close during Ascot week <text>in June</text> when she leaves the castle in her Rolla via
4ba294bdf964a520460638e3,1398787617,"The Duke of Kent meets with Scouts at the St George's Day Parade at Windsor Castle, <text>27 April 2014</text>."
4ba294bdf964a520460638e3,1406120965,"Army medic Lance Corporal Wesley Masters with his Military Cross presented to him by Queen Elizabeth II at a Investiture ceremony at Windsor Castle, Windsor. <text>18 July 2014</text>."
4ba294bdf964a520460638e3,1405911809,Best time to go there is <text>before 11</text> so that you don't miss the great Changing of the Guards!
4ba294bdf964a520460638e3,1400411495,The chapel is closed <text>Sundays</text> except fir services
4ba294bdf964a520460638e3,1397228912,"The Queen and The Duke of Edinburgh bid farewell to President and Mrs Higgins at the end of the Irish State Visit, <text>11 April 2014</text>.<br />"
4ba294bdf964a520460638e3,1397205421,"The Queen meets Paralympic skier Kelly Gallagher and her guide Charlotte Evans at a Northern Ireland-themed Reception at Windsor Castle, <text>10 April 2014</text>."
4bc2609474a9a5935d46d3f6,1378149912,it's a <text>20 min</text> walk from the highway or pay for the convenience and park right near the water
4bc2609474a9a5935d46d3f6,1342939674,"Point Lobos was set to be subdivided into 1,000 lots under the name of ""Carmelito,"" but was instead purchased by Alexander Allan and incorporated into the state park system <text>in 1933</text>."
4bc2609474a9a5935d46d3f6,1339288809,"<text>Summer hours</text>, all visitors must leave <text>by 7PM</text>, so no sunset viewing here, next recommended spot Garrapata State Park a few miles south with spectacular views."
4bc2609474a9a5935d46d3f6,1325450088,The South Plateau trail is scheduled to re-open <text>in March</text> - reportedly with awesome wheelchair access...to this most beautiful shore!
4ba8b203f964a520a6e739e3,1309889636,"Pack a baguette, some wine, a good book, and when you?e done walking, sunbathe in one of the ever-present garden chairs. We?l see you in a couple hours."
4ba8b203f964a520a6e739e3,1353937962,Did you know? There is an original model of the Statue of Liberty in Paris' Jardin du Luxembourg. The statue has been in the park since <text>1906</text>!
4ba8b203f964a520a6e739e3,1373816307,During <text>summer</text> there often are free piano concert on <text>sundays afternoon</text>.
4ba8b203f964a520a6e739e3,1371037465,"Avoid <text>Sunday afternoons</text>, the crowds are too big."
4ba8b203f964a520a6e739e3,1365952724,Do NOT go there on a sunny <text>Sunday afternoon</text>!!
4ba8b203f964a520a6e739e3,1333292300,Belle pelouse surtout celle qui sont interdite !!
4ba8b203f964a520a6e739e3,1331633265,"Le Luco, ? deux pas de l'Apostrophe, un peu comme notre jardin priv?.<text>2 mns</text> away one of the nicest garden of Paris. Great for jogging !"
4adcda09f964a520e83321e3,1270292383,"Entrance is free, but the lines are really long after luch.  They have free tours on <text>Sat</text>, <text>Tue</text> and <text>Thurs at 2:30pm</text>"
4adcda09f964a520e83321e3,1294360427,Remember: <text>3pm</text> on 
4adcda09f964a520e83321e3,1294360427, <text> the 1st Friday of the month</text> one can view the Crown of Thorns.
4adcda09f964a520e83321e3,1320074769,"If you? like to attend mass?ree, no reservations are required?ry to arrive <text>15-30 minutes</text> before the ceremony. (Baptisms, marriages, and funerals are not held here because it? no longer a parish.)"
4adcda09f964a520e83321e3,1398331855,"It was here on <text>24 April 1558</text> that Mary Queen of Scots (aged 16) married her first husband, the sickly Francis of Valois (aged 14), the Dauphin of France (later Francis II of France)."
4adcda09f964a520e83321e3,1386048483,<text>The first Sunday of every month</text> is free. But the lines are huge.
4adcda09f964a520e83321e3,1353845648,Attend Church services on <text>Sunday</text>!! Spiritually amazing!! A choral recital began <text>at 9:30am</text> which was absolutely incredible with Mass said in French <text>from 10:00-11:15am.</text>
4adcda09f964a520e83321e3,1385527984,"<text>2013</text> is also the 850th anniversary of Notre-Dame, with lots of events organised in front or inside the cathedral, like many concerts."
4ac518d2f964a5203da720e3,1318437129,This <text>258 year</text> old museum houses more than 7 million objects of history and culture.  The Egyptian exhibit is very popular here.
4ac518d2f964a5203da720e3,1332847711,"Selected galleries of the British Museum are open <text>until  8.30pm</text> <text>every Friday evening</text>, augmented by tours, special events and food and drink."
4ac518d2f964a5203da720e3,1308134817,"Some exhibitions are open <text>until 8.30pm on Fridays</text>, but if you''re short of time, go for the Rosetta Stone in ground floor Room 4 and the Mummy of Katebet in upper floor Room 63."
4ac518d2f964a5203da720e3,1342517128,"<text>14 February</text>: Seek out Aphrodite on <text>St Valentine</text> 's Day . At the heart of the Ancient Greece & Rome section is a romantic version of Aphrodite, goddess of love, showing her crouching at her bath."
4ac518d2f964a5203da720e3,1406393392,"They were starting closing <text>at 17:20</text>, extremely terrible!!!"
4ac518d2f964a5203da720e3,1403880938,<text>Friday</text> open 20.00 !
4ac518d2f964a5203da720e3,1396885269,you need like <text>3 days</text> to see this whole museum
4ac518d2f964a5203da720e3,1390927857,"SOOOO much to see, not enough time. <text>2weeks</text> may be long enough."
4ac518d2f964a5203da720e3,1382966142,Bloomberg employees get free tickets for exhibitions on presentation of their Bloomberg ID badge. Guests can collect a ticket from the  Bloomberg Hot Tickets desk in 50FS <text>Monday</text> & <text>Friday 10-11am</text>.
4ac518d2f964a5203da720e3,1382705870,amazing place. People can see things which were made 3000 - 5000 or even more years before.
4c52b7a4b6dabe9a24d2bb13,1319658425,"Different markets on different days - food, antiques & crafts. Nice places to eat & watch the world go by. Can even just grab a cornish pasty & watch the street artists."
4c52b7a4b6dabe9a24d2bb13,1326714640,"Originally a convent garden owned by the Benedictines of Westminster, the site was developed by the 4th earl of Bedford. It was laid out in the 1630s as a piazza, to the design of Inigo Jones"
4c52b7a4b6dabe9a24d2bb13,1376854835,Don't forget to vist Covent Garden on <text>Sunday</text>
4c52b7a4b6dabe9a24d2bb13,1333629811,Tasty food market <text>every Thursday</text>. Chorizo sandwiches for the win
4c52b7a4b6dabe9a24d2bb13,1323141095,"So festively decorated at Christmastime! I had been hoping to see this side of London on my 3rd visit <text>in December</text>, and the cafe/deli we went to on one side had just the warm beverages we were seeking."
4c52b7a4b6dabe9a24d2bb13,1358264274,"Avoid the underground station during <text>evenings</text> and <text>week-ends</text>! Just walk from Leicester Square, it's <text>less than 5 minutes</text> walk."
4c52b7a4b6dabe9a24d2bb13,1320101742,<text>Thursday</text> 's are a great day to visit if you're into fresh food!
4c52b7a4b6dabe9a24d2bb13,1346941431,Farmers market on <text>Thursdays</text>
4c52b7a4b6dabe9a24d2bb13,1343070087,I was at covent garden <text>in 2007</text>
4c52b7a4b6dabe9a24d2bb13,1336661188,"Are you ready for Narnia? Head to Kensington Gardens and get your tickets to see The Lion, The Witch, and The Wardrobe live on stage <text>today</text>!"
4ac518d2f964a52042a720e3,1297702349,"The brainchild of Sir Terence Conran, the world? first modern design museum opened <text>in 1989</text> , devoted to every aspect of design ?rom furniture to graphics, and architecture to industrial design?"
4ac518d2f964a52042a720e3,1254992539,"Lesser known museum, great current exhibition about the <text>last 40 years</text> of design in the UK."
4ac518d2f964a52042a720e3,1318321254,"This is one of the first museums of modern design, which exhibits industrial, fashion, product, and graphic design works, among others. Located at 28 Shad Thames. Open <text>10am to 5:45pm</text>"
4ac518d2f964a52042a720e3,1271016410,Go to see the Brit Insurance Design Award <text>2010</text> before it finishes on <text>October 31</text>.
4ac518d2f964a52042a720e3,1263137220,Good for lunch not so good as a museum. Went there <text>today</text>.
4ac518d2f964a52042a720e3,1397337618,My favourite place in the whole of London. Great Museum and been a member for the <text>last 10 years</text>. Will miss Shad though when the Museum moves.
4ac518d2f964a52042a720e3,1343978705,"Designed to Win Exhibition, <text>July 25 ?November 18</text>"
4ac518d2f964a52042a720e3,1336048033,The new Christian Laboutin exhibition has just opened ?on <text>until 9 July</text>
4ac518d2f964a52044a720e3,1397932416,"Free Entrance, <text>until 5</text>"
4ac518d2f964a52044a720e3,1350110187,"Great Gardens, open <text>1st April to 31st October</text>"
4ac518cdf964a520e9a520e3,1362096511,"A beautiful museum dedicated to science, it is like a sanctuary for me. Go and discover! Until <text>June 2013</text>, Web Lab Experiments will continue by Google. Don't escape this one!"
4ac518cdf964a520e9a520e3,1328212923,"A fun stop on any family tour. You can easily spend <text>5- 6 hours</text> exploring this free museum, where science comes to life."
4ac518cdf964a520e9a520e3,1308133639,"Visit the Atmosphere Gallery on the 2nd floor ?lots of immersive, interactive displays. On <text>the last Wednesday of every month</text> there's fun and free adults-only <text>evening</text> entertainment too."
4ac518cdf964a520e9a520e3,1301654591,"Give yourself adequate time to explore this giant of a museum, <text>at least 2 hours</text>. It's huge and packed with lovely knowledge for all ages including live size planes."
4ac518cdf964a520e9a520e3,1359369459,Never <text>Saturday </text>!!
4ac518cdf964a520e9a520e3,1341681649,"Listening Post is hidden away, but a wonderful piece of connected and constantly evolving art - take <text>10 minutes</text> out to sit and immerse yourself."
4ac518cdf964a520e9a520e3,1313790848,"Nice museum! Don't go late, it has much to see and it realy closes <text>at 18:00</text>!!"
4ac518cdf964a520e9a520e3,1305322534,A great place to spend a <text>whole day</text> .
4ac518cdf964a520e9a520e3,1287832739,For kids the pattern pod is great! If you are driving car park on street is free <text>after 1.30pm on Saturdays</text> .
4ac518cdf964a520e9a520e3,1391265485,Don't bother coming on a <text>Saturday</text>. Its packed and your child will only be disappointed when they don't get in to the attractions.
4ac518cdf964a520e9a520e3,1377995532,"Free <text>night</text> for adults on <text>the last Wednesday of every month</text> called Lates. Sounded super cool, but the <text>nights</text> should be called 'Climbing Stairs and Waiting in Lines'."
4ac518cdf964a520e9a520e3,1364137245,Leave a <text>whole day</text> !
4ac518cdf964a520e9a520e3,1360595894,"If you're planning on eating in the restaurant by the imax, send someone ahead to queue. There can be <text>30min</text>+ wait at <text>weekends</text> ."
4ac518cdf964a520e9a520e3,1316364565,"While they close <text>at 6</text> , they really start kicking you out in no uncertain terms starting <text>at 5.30</text>. I even got kicked out of the shop <text>at 5.45</text>. No tourist ?s for you! :-p"
4ac518cdf964a520e9a520e3,1312284263,"Lates (<text>last Wednesday each month</text>) have a fun atmosphere - a chance for grown-ups to interact with science as kids do. The museum also seems to use the SCVNGR app sometimes, which can supply fun 'tasks"
4ac518cdf964a520e9a520e3,1309778609,<text>Last wednesday of every month</text>. Adults Only Lates events. <3
4ac518cdf964a520e9a520e3,1303930083,If you go to the Lates for adults do NOT do the cockroach tour. Dire waste of <text>45 minutes</text> of your life.
4ac518cdf964a520e9a520e3,1299178240,"Launchpad rocks, for both kids and big kids. Also check out Lates, <text>last Wednesday of each month</text>... Science and booze!"
4ac518cdf964a520e9a520e3,1298378647,If possible try and eat after or before the <text>lunch time</text> rush!
4ac518cdf964a520e9a520e3,1287824840,<text>Last Wednesday of each month</text> is Science Lates - an <text>evening</text> of adults only in the museum. You could even win an iPad <text>this month</text>!!
4af581a7f964a52076f921e3,1375882735,"Next time someone complain to me about his life I will say: anaesthesia, man, we have anaesthesia."
4ae2d9f8f964a5208d8f21e3,1257890827,"My favourite museum in London, I'm even a member! Check out some of the smaller rooms, wander round and get lost. <text>Last Friday of every month</text> is a late <text>night</text> with a theme and lots going on. Ace."
4ae2d9f8f964a5208d8f21e3,1351281850,"Wonderful pieces, nice ambiance, great food at cafe, especially on a rainy cold London day. Don't miss '<text>last friday of the month</text>' activities. It's really great"
4ae2d9f8f964a5208d8f21e3,1292602684,"Magnificent imperial robes from the(1644-<text>1911</text>) are currently on show at the V&A till <text>Feb 27, 2011</text>. hey are part of the treasured collections of the Palace Museum in Beijing."
4ae2d9f8f964a5208d8f21e3,1284917885,"Just amazing. So accessible, so magical and free <text>friday nighst</text> w/dj can't be beat!"
4ae2d9f8f964a5208d8f21e3,1295198534,"The exhibition Underground Journeys: Charles Holden? designs for London Transport shows what is possible with a holistic, ambitious and progressive design programme. Ends <text>13/02/2011</text>."
4ae2d9f8f964a5208d8f21e3,1380808932,"visit the pearls collection! if you love jewels,, exhibition running until <text>January 2014</text>"
4ae2d9f8f964a5208d8f21e3,1378141529,"Go on <text>the last Friday of the month</text> for special exhibitions, performance art, and really cool workshops. Go early to make the most of the <text>evening</text>."
4ae2d9f8f964a5208d8f21e3,1368363553,The v&a is my favourite museum in London and it comes with the bonus of having the beautiful central garden for a relaxed sunny <text>afternoon</text> :)
4ae2d9f8f964a5208d8f21e3,1360252461,Light from the Middle East (Expo <text>Febrary 2013</text> )
4ae2d9f8f964a5208d8f21e3,1359215709,<text>50 years</text> of British photography expo
4ae2d9f8f964a5208d8f21e3,1397932857,<text>Friday until 10</text>
4ae2d9f8f964a5208d8f21e3,1396395503,"bulgari sponsored expo The Glamour of Italian Fashion, opens on <text>Friday</text> for general public!!"
4ae2d9f8f964a5208d8f21e3,1395672897,The Glamour of Italian Fashion <text>1945-2014</text> will be here <text>sat april 5th to sun July 27</text>
4ae2d9f8f964a5208d8f21e3,1391689382,"The Prince of Wales, President of the British Asian Trust,  meets singer Emeli Sande at a reception for supporters of the trust at the Victoria and Albert Museum in London, <text>5 February 2014</text>."
4ae2d9f8f964a5208d8f21e3,1390794939,Best museum ever! Much like the Met but more sculptures and architecture. You can def stay here <text>all day</text> and longer!
4ae2d9f8f964a5208d8f21e3,1377294977,<text>Friday</text> long hours !
4ae2d9f8f964a5208d8f21e3,1373057207,"although the website states they are open <text>until 10 pm on fridays</text> , they close <text>at about 9.30</text>"
4ae2d9f8f964a5208d8f21e3,1367170052,David Bowie Is IS the exhibition to visit. Plan for <text>3 hours</text>.
4aec421af964a520b5c521e3,1294511387,Not to mention the resident ales - taylors landlord particularly good this <text>evening</text>!
4ac518d2f964a5203ca720e3,1275235389,The modern galleries on the ground floor just opened on <text>May 28</text> - great for a <text>Sunday afternoon</text> visit!
4ac518d2f964a5203ca720e3,1349870196,"If you're here for a Gresham lecture, turn up <text>20 minutes</text> early for a decent seat!"
4ac518d2f964a52040a720e3,1309865293,Only a few days to go until the new Sammy Ofer Wing opens on <text>14 July</text>! Come along for a host of free events to celebrate on <text>Saturday 16</text> and <text>Sunday 17 of July</text>.
4ac518d2f964a52040a720e3,1386857875,"The Prince of Wales meets guests at the Sun Military Awards Ceremony at the National Maritime Museum in Greenwich, south-east London, <text>11 December 2013</text>."
4ac518d2f964a52040a720e3,1374936115,"The technology does not work here.  The Great Map should be interactive with free iPads provided, but its not working yet, and the Compass Card stamping is great fun, but only half the scanners work!"
4ac518d2f964a52040a720e3,1362160510,Closes <text>at 5</text> not 6
4ac518d2f964a52040a720e3,1402405573,"The Duchess of Cambridge with Sir Ben Ainslie (right) during a visit to the National Maritime Museum, London. <text>10 June 2014</text>"
4ac518d2f964a52040a720e3,1396717579,"Talked me into buying ticket to a painting exhibition <text>10mins</text> before closing time. Did not do refund, did not allow to come back another day. Suggested I rush past 100 paintings in <text>10 minutes</text>."
4ac518d2f964a52040a720e3,1395396923,"Though it says ""Opened late <text>Thursday</text>"", the only areas actually opened late are the temporary exhibitions on lower ground floor  and the few rooms on ground floor. Everything else still closes <text>at 5</text> . ??"
4ac518d2f964a52040a720e3,1386951617,"The Prince of Wales and the Duchess of Cornwall arrive at The Sun Military Awards at the National Maritime Museum in Greenwich, <text>11 December 2013</text>."
4ac518d2f964a52040a720e3,1339044564,<text>5 mins</text> walk to Greenwich Park from here. Do drop by for the green!
4ac518cdf964a520eca520e3,1358063237,"Spent <text>more than 3 hours</text> here. Love the old adverts, info on the famous logo and the WW section. There's a ?15 admission for adults though but a well-worth visit."
4ac518cdf964a520eca520e3,1393156768,"A must see museum. It will take you around <text>3-4 hours</text> to go around the place but believe me, you will enjoy it. If you buy the ?15 ticket then you will have access for a <text>whole year</text> . Totally worth it!"
4ac518cdf964a520eca520e3,1388330193,Tickets are valid for <text>12 months</text>.
4ac518cdf964a520eca520e3,1259879228,Spent several hours happily squirrelling away in the archives - museum has some of the greatest posters in history! http://ww2poster.wordpress.com <text>2009/04/10</text> london-transport-posters-in-wartime/
4ac518cef964a520fca520e3,1395752436,"Madame Tussauds Museum,,, <text>Jan-2014</text>"
4ac518cef964a520fca520e3,1307303682,Go there around <text>16:00</text> or else there will be huge crowds of people everywhere. You need around <text>90-100 minutes</text> for everything inside including the 4D is a must if you've never experienced 4D movies.
4ac518cef964a520fca520e3,1377726315,buy tickets in advance else you will end up waiting in queue for <text>more than 3 hrs</text> ..also the place is not that exciting apart from spirit of london ride and 4d movie
4ac518cef964a520fca520e3,1333885394,Buy tickets online and save <text>3 hours</text> in the queue!
4ac518d3f964a5204fa720e3,1319669113,"There is a special candlelit opening on <text>the first Tuesday of each month</text>, <text>6-9pm</text>, with last entry <text>at 8:30pm.</text> Look out for a range of architectural plans, including many that never came to fruition."
4ac518d3f964a5204fa720e3,1332849102,"On <text>the first Tuesday of each month</text>, the museum opens late (<text>6-9pm</text>, last entry <text>8pm</text>), and the rooms are lit by candles. Visitor numbers are generally high on these <text>evenings</text> , so early arrival is advised."
4ac518d3f964a5204fa720e3,1310998990,Free and totally unique places like Sir John Soane's Museum are what make London great! Get in the queue early (around <text>5pm</text>) for the candlelight viewing on <text>the first Tue of every month</text>.
4ac518d3f964a5204fa720e3,1256313285,"A simply magical special candlelit opening on <text>the first Tuesday evening of each month</text> ,<text>6-9pm.</text> Last entry for this is <text>8:30pm.</text>"
4ac518d3f964a5204fa720e3,1270993322,For the candlelit event on <text>the 1st Tuesday of the month</text>: Get there early or queueing can take <text>up to 2hrs</text>...
